Implementing agency,Sourcing Agency,Local partner agency,Agency / Local contact name,Agency / Local contact email,Agency / Local contact phone #,District,VDC / Municipalities,Municipal Ward,Action type,Action description,Targeting,# Items / # Man-hours / NPR,Total Number Households,Average cost per households (NPR),Female headed households,Vulnerable Caste / Ethnicity households ,Activity Status,Start date,Completion Date,Additional Comments,Last Update,Priority,Hard to Reach Access Methods,Shelter Cluster Hub,District HLCIT Code,VDC / Municipality HLCIT Code,UID,UNOCHA Activity Categories
ActionAid Nepal,RRF,CSRC,,,,Sindhupalchok,Mahangkal,,Shelter,Tool Kits,all / Blanket,702,702,,,,Completed,06/01/2015,30/07/2015,,16/08/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 059,ActionAid NepalCSRCSindhupalchokMahangkalShelterTool Kits702702,
ActionAid Nepal,RRF,CSRC,,,,Sindhupalchok,Mahangkal,,Shelter,Fixings,all / Blanket,702,702,,,,Completed,06/01/2015,30/07/2015,,16/08/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 059,ActionAid NepalCSRCSindhupalchokMahangkalShelterFixings702702,
ActionAid Nepal,IOM,CSRC,,,,Sindhupalchok,Talamarang,,Shelter,Tarpaulin,Targeted group,500,500,,,,Completed,01/06/2015,30/07/2015,,16/08/2015,TRUE,Truck access,East,524 2 05 23,524 2 05 23 5 060,ActionAid NepalCSRCSindhupalchokTalamarangShelterTarpaulin500500,Distribution of Shelter Material
ActionAid Nepal,TATA Foundation,CSRC,,,,Sindhupalchok,Talamarang,,Shelter,CGI Bundle (72ft/bundle),Targeted group,450,300,,,,Ongoing / In Country Stock,01/06/2015,01/11/2015,,16/08/2015,TRUE,Truck access,East,524 2 05 23,524 2 05 23 5 060,ActionAid NepalCSRCSindhupalchokTalamarangShelterCGI Bundle (72ft/bundle)450300,Distribution of Shelter Material
ActionAid Nepal,TATA Foundation,CSRC,,,,Sindhupalchok,Talamarang,,Shelter,Tool Kits,Targeted group,300,300,,,,Ongoing / In Country Stock,01/06/2015,01/11/2015,,16/08/2015,TRUE,Truck access,East,524 2 05 23,524 2 05 23 5 060,ActionAid NepalCSRCSindhupalchokTalamarangShelterTool Kits300300,
ActionAid Nepal,TATA Foundation,CSRC,,,,Sindhupalchok,Talamarang,,Shelter,Fixings,Targeted group,300,300,,,,Ongoing / In Country Stock,01/06/2015,01/11/2015,,16/08/2015,TRUE,Truck access,East,524 2 05 23,524 2 05 23 5 060,ActionAid NepalCSRCSindhupalchokTalamarangShelterFixings300300,
ActionAid Nepal,TATA Foundation,CSRC,,,,Sindhupalchok,Talamarang,,Cash,Other Cash,Targeted group,,300,,300,,Ongoing / In Country Stock,01/06/2015,01/11/2015,,16/08/2015,TRUE,Truck access,East,524 2 05 23,524 2 05 23 5 060,ActionAid NepalCSRCSindhupalchokTalamarangCashOther Cash300,
ActionAid Nepal,DEC,CSRC,,,,Sindhupalchok,Ichok,,Shelter,CGI Bundle (72ft/bundle),Targeted group,525,350,,,,Ongoing / In Country Stock,01/06/2015,01/11/2015,,16/08/2015,TRUE,Truck access,East,524 2 05 23,524 2 05 23 5 058,ActionAid NepalCSRCSindhupalchokIchokShelterCGI Bundle (72ft/bundle)525350,Distribution of Shelter Material
ActionAid Nepal,DEC,CSRC,,,,Sindhupalchok,Ichok,,Shelter,Tool Kits,Targeted group,350,350,,,,Ongoing / In Country Stock,01/06/2015,01/11/2015,,16/08/2015,TRUE,Truck access,East,524 2 05 23,524 2 05 23 5 058,ActionAid NepalCSRCSindhupalchokIchokShelterTool Kits350350,
ActionAid Nepal,DEC,CSRC,,,,Sindhupalchok,Ichok,,Shelter,Fixings,Targeted group,350,350,,,,Ongoing / In Country Stock,01/06/2015,01/11/2015,,16/08/2015,TRUE,Truck access,East,524 2 05 23,524 2 05 23 5 058,ActionAid NepalCSRCSindhupalchokIchokShelterFixings350350,
ActionAid Nepal,DEC,CSRC,,,,Sindhupalchok,Ichok,,Cash,Other Cash,Targeted group,,350,,350,,Ongoing / In Country Stock,01/06/2015,01/11/2015,,16/08/2015,TRUE,Truck access,East,524 2 05 23,524 2 05 23 5 058,ActionAid NepalCSRCSindhupalchokIchokCashOther Cash350,
ActionAid Nepal,DEC,CSRC,,,,Sindhupalchok,Helambu,,Shelter,CGI Bundle (72ft/bundle),Targeted group,525,350,,,,Ongoing / In Country Stock,01/06/2015,01/11/2015,,16/08/2015,TRUE,No road access - possible helicopter landing sites,East,524 2 05 23,524 2 05 23 5 065,ActionAid NepalCSRCSindhupalchokHelambuShelterCGI Bundle (72ft/bundle)525350,Distribution of Shelter Material
ActionAid Nepal,DEC,CSRC,,,,Sindhupalchok,Helambu,,Shelter,Tool Kits,Targeted group,350,350,,,,Ongoing / In Country Stock,01/06/2015,01/11/2015,,16/08/2015,TRUE,No road access - possible helicopter landing sites,East,524 2 05 23,524 2 05 23 5 065,ActionAid NepalCSRCSindhupalchokHelambuShelterTool Kits350350,
ActionAid Nepal,DEC,CSRC,,,,Sindhupalchok,Helambu,,Shelter,Fixings,Targeted group,350,350,,,,Ongoing / In Country Stock,01/06/2015,01/11/2015,,16/08/2015,TRUE,No road access - possible helicopter landing sites,East,524 2 05 23,524 2 05 23 5 065,ActionAid NepalCSRCSindhupalchokHelambuShelterFixings350350,
ActionAid Nepal,DEC,CSRC,,,,Sindhupalchok,Helambu,,Cash,Other Cash,Targeted group,,350,,350,,Ongoing / In Country Stock,01/06/2015,01/11/2015,,16/08/2015,TRUE,No road access - possible helicopter landing sites,East,524 2 05 23,524 2 05 23 5 065,ActionAid NepalCSRCSindhupalchokHelambuCashOther Cash350,
ActionAid Nepal,IOM,CSRC,,,,Sindhupalchok,Helambu,,Shelter,Tarpaulin,Targeted group,500,500,,,,Completed,01/06/2015,20/07/2015,,16/08/2015,TRUE,No road access - possible helicopter landing sites,East,524 2 05 23,524 2 05 23 5 065,ActionAid NepalCSRCSindhupalchokHelambuShelterTarpaulin500500,Distribution of Shelter Material
ActionAid Nepal,DEC,NAF,,,,Rasuwa,Laharepauwa,,Shelter,Tool Kits,All / Blanket,500,500,,,,Ongoing / In Country Stock,01/06/2015,01/11/2015,,16/08/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 007,ActionAid NepalNAFRasuwaLaharepauwaShelterTool Kits500500,
ActionAid Nepal,DEC,NAF,,,,Rasuwa,Laharepauwa,,Shelter,Fixings,All / Blanket,500,500,,,,Ongoing / In Country Stock,01/06/2015,01/11/2015,,16/08/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 007,ActionAid NepalNAFRasuwaLaharepauwaShelterFixings500500,
ActionAid Nepal,DEC,NAF,,,,Rasuwa,Laharepauwa,,Cash,Other Cash,All / Blanket,,500,,500,,Ongoing / In Country Stock,01/06/2015,01/11/2015,,16/08/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 007,ActionAid NepalNAFRasuwaLaharepauwaCashOther Cash500,
ActionAid Nepal,DEC,NAF,,,,Rasuwa,Jibjibe (Nilkantha),,Shelter,CGI Bundle (72ft/bundle),All / Blanket,1000,500,,,,Ongoing / In Country Stock,01/06/2015,01/11/2015,,16/08/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 006,ActionAid NepalNAFRasuwaJibjibe (Nilkantha)ShelterCGI Bundle (72ft/bundle)1000500,Distribution of Shelter Material
ActionAid Nepal,DEC,NAF,,,,Rasuwa,Jibjibe (Nilkantha),,Shelter,Tool Kits,All / Blanket,500,500,,,,Ongoing / In Country Stock,01/06/2015,01/11/2015,,16/08/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 006,ActionAid NepalNAFRasuwaJibjibe (Nilkantha)ShelterTool Kits500500,
ActionAid Nepal,DEC,NAF,,,,Rasuwa,Jibjibe (Nilkantha),,Shelter,Fixings,All / Blanket,500,500,,,,Ongoing / In Country Stock,01/06/2015,01/11/2015,,16/08/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 006,ActionAid NepalNAFRasuwaJibjibe (Nilkantha)ShelterFixings500500,
ActionAid Nepal,DEC,NAF,,,,Rasuwa,Jibjibe (Nilkantha),,Cash,Other Cash,All / Blanket,,500,,500,,Ongoing / In Country Stock,01/06/2015,01/11/2015,,16/08/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 006,ActionAid NepalNAFRasuwaJibjibe (Nilkantha)CashOther Cash500,
Adara Development,,,,,,Nuwakot,Ghyangphedi,Unknown,Shelter,CGI Bundle (72ft/bundle),,1000,765,,,765,Completed,15/05/2015,,"we distributed 8000 CGI sheets to 765 hh, 8 schools and 1 health post of Gyangfedhi VDC, Nuwakot ",03/08/2015,TRUE,No road access - possible helicopter landing sites,Central,524 2 05 28,524 2 05 28 5 030,Adara DevelopmentNuwakotGhyangphediUnknownShelterCGI Bundle (72ft/bundle)1000765,Distribution of Shelter Material
ADRA,IM Swedish Development Partner,,Bidya Mahat,bidya.mahat@adranepal.org,9851088523,Kabhrepalanchok,Bhumlutar,Unknown,Shelter,Tarpaulin,All / Blanket,465,465,1700,,,Completed,01/05/2015,14/05/2015,,04/09/2015,TRUE,,East,524 2 05 24,524 2 05 24 5 075,ADRAKabhrepalanchokBhumlutarUnknownShelterTarpaulin465465,Distribution of Shelter Material
ADRA,IM Swedish Development Partner,,Bidya Mahat,bidya.mahat@adranepal.org,9851088523,Kathmandu,Chalnakhel,Unknown,Shelter,Tarpaulin,All / Blanket,6,6,1700,,,Completed,01/05/2015,14/05/2015,,04/09/2015,TRUE,,Central,524 2 05 27,524 2 05 27 5 050,ADRAKathmanduChalnakhelUnknownShelterTarpaulin66,Distribution of Shelter Material
ADRA,ADRA International,,Bidya Mahat,bidya.mahat@adranepal.org,9851088523,Kabhrepalanchok,Chandeni Mandan,Unknown,Shelter,Tarpaulin,All / Blanket,300,300,1700,,,Completed,26/04/2015,28/04/2015,,04/09/2015,TRUE,,East,524 2 05 24,524 2 05 24 5 068,ADRAKabhrepalanchokChandeni MandanUnknownShelterTarpaulin300300,Distribution of Shelter Material
ADRA,IM Swedish Development Partner,,Bidya Mahat,bidya.mahat@adranepal.org,9851088523,Kabhrepalanchok,Dolalghat,Unknown,Shelter,Tarpaulin,All / Blanket,185,185,1700,,,Completed,01/05/2015,14/05/2015,,04/09/2015,TRUE,,East,524 2 05 24,524 2 05 24 5 078,ADRAKabhrepalanchokDolalghatUnknownShelterTarpaulin185185,Distribution of Shelter Material
ADRA,Japan Platform,,Mai Ogawa,mai.ogawa@adrajpn.org,9813937410,Lalitpur,Harisiddhi,All,Shelter,Tents,Targeted group,90,90,24000,,,Completed,04/05/2015,08/05/2015,,04/09/2015,TRUE,,Central,524 2 05 25,524 2 05 25 5 037,ADRALalitpurHarisiddhiAllShelterTents9090,Distribution of Shelter Material
ADRA,ADRA International,,Bidya Mahat,bidya.mahat@adranepal.org,9851088523,Kabhrepalanchok,Mahadevsthan Mandan,Unknown,Shelter,Tarpaulin,All / Blanket,300,300,1700,,,Completed,26/04/2015,28/04/2015,,04/09/2015,TRUE,,East,524 2 05 24,524 2 05 24 5 072,ADRAKabhrepalanchokMahadevsthan MandanUnknownShelterTarpaulin300300,Distribution of Shelter Material
ADRA,ADRA International,,Bidya Mahat,bidya.mahat@adranepal.org,9851088523,Dhading,Maidi,"4, 8, 9",Shelter,Tarpaulin,All / Blanket,504,504,1700,,,Completed,26/04/2015,06/05/2015,Ward4.8.9,04/09/2015,TRUE,4x4/Pickup access,West,524 2 05 30,524 2 05 30 5 024,"ADRADhadingMaidi4, 8, 9ShelterTarpaulin504504",Distribution of Shelter Material
ADRA,ADRA International,,Bidya Mahat,bidya.mahat@adranepal.org,9851088523,Dhading,Maidi,All,Shelter,Tarpaulin,Targeted group,2000,1000,15000,,,Completed,18/05/2015,20/05/2015,Transported from Dubai. Two tarps for one HH.,04/09/2015,TRUE,4x4/Pickup access,West,524 2 05 30,524 2 05 30 5 024,ADRADhadingMaidiAllShelterTarpaulin20001000,Distribution of Shelter Material
ADRA,ADRA International,,Bidya Mahat,bidya.mahat@adranepal.org,9851088523,Dhading,Maidi,All,Shelter,Tool Kits,Targeted group,1000,1000,10000,,,Completed,18/05/2015,20/05/2015,Transported from Dubai.,04/09/2015,TRUE,4x4/Pickup access,West,524 2 05 30,524 2 05 30 5 024,ADRADhadingMaidiAllShelterTool Kits10001000,
ADRA,ADRA International,,Bidya Mahat,bidya.mahat@adranepal.org,9851088523,Kabhrepalanchok,Naya Gaun Deupur,Unknown,Shelter,Tarpaulin,All / Blanket,300,300,1700,,,Completed,26/04/2015,28/04/2015,,04/09/2015,TRUE,,East,524 2 05 24,524 2 05 24 5 061,ADRAKabhrepalanchokNaya Gaun DeupurUnknownShelterTarpaulin300300,Distribution of Shelter Material
ADRA,IM Swedish Development Partner,,Bidya Mahat,bidya.mahat@adranepal.org,9851088523,Kabhrepalanchok,Phalete,Unknown,Shelter,Tarpaulin,All / Blanket,150,150,1700,,,Completed,01/05/2015,14/05/2015,,04/09/2015,TRUE,,East,524 2 05 24,524 2 05 24 5 082,ADRAKabhrepalanchokPhaleteUnknownShelterTarpaulin150150,Distribution of Shelter Material
ADRA,IM Swedish Development Partner,,Bidya Mahat,bidya.mahat@adranepal.org,9851088523,Kathmandu,Ramkot,Unknown,Shelter,Tarpaulin,All / Blanket,15,15,1700,,,Completed,01/05/2015,14/05/2015,,04/09/2015,TRUE,,Central,524 2 05 27,524 2 05 27 5 038,ADRAKathmanduRamkotUnknownShelterTarpaulin1515,Distribution of Shelter Material
ADRA,ADRA International,,Bidya Mahat,bidya.mahat@adranepal.org,9851088523,Dhading,,Unknown,Shelter,Tarpaulin,All / Blanket,424,424,1700,,,Completed,27/04/2015,04/05/2015,Handed over to DDRC,04/09/2015,TRUE,,West,524 2 05 30,,ADRADhadingUnknownShelterTarpaulin424424,Distribution of Shelter Material
ADRA,Japan Platform,,Mai Ogawa,mai.ogawa@adrajpn.org,9813937410,Dhading,,Unknown,Shelter,Tarpaulin,All / Blanket,350,350,1700,,,Completed,27/04/2015,29/04/2015,Handed over to DDRC,04/09/2015,TRUE,,West,524 2 05 30,,ADRADhadingUnknownShelterTarpaulin350350,Distribution of Shelter Material
ADRA,ADRA International,,Rum Gurung,rum.gurung@adranepal.org,9854021656,Kabhrepalanchok,Bhumlutar,Unknown,Shelter,CGI Bundle (72ft/bundle),Targeted group,180,90,15000,,,Ongoing / In Country Stock,15/07/2015,31/10/2015,,04/09/2015,TRUE,,East,524 2 05 24,524 2 05 24 5 075,ADRAKabhrepalanchokBhumlutarUnknownShelterCGI Bundle (72ft/bundle)18090,Distribution of Shelter Material
ADRA,ADRA International,,Rum Gurung,rum.gurung@adranepal.org,9854021656,Kabhrepalanchok,Bhumlutar,Unknown,Shelter,Tool Kits,Targeted group,90,90,5000,,,Ongoing / In Country Stock,15/07/2015,31/10/2015,,04/09/2015,TRUE,,East,524 2 05 24,524 2 05 24 5 075,ADRAKabhrepalanchokBhumlutarUnknownShelterTool Kits9090,
ADRA,ADRA International,,Rum Gurung,rum.gurung@adranepal.org,9854021656,Kabhrepalanchok,Mahadevsthan Mandan,Unknown,Shelter,CGI Bundle (72ft/bundle),Targeted group,970,485,15000,,,Ongoing / In Country Stock,15/07/2015,31/10/2015,,04/09/2015,TRUE,,East,524 2 05 24,524 2 05 24 5 072,ADRAKabhrepalanchokMahadevsthan MandanUnknownShelterCGI Bundle (72ft/bundle)970485,Distribution of Shelter Material
ADRA,ADRA International,,Rum Gurung,rum.gurung@adranepal.org,9854021656,Kabhrepalanchok,Mahadevsthan Mandan,Unknown,Shelter,Tool Kits,Targeted group,485,485,5000,,,Ongoing / In Country Stock,15/07/2015,31/10/2015,,04/09/2015,TRUE,,East,524 2 05 24,524 2 05 24 5 072,ADRAKabhrepalanchokMahadevsthan MandanUnknownShelterTool Kits485485,
ADRA,ADRA International,,Rum Gurung,rum.gurung@adranepal.org,9854021656,Kabhrepalanchok,Gairi Bisauna Deupur,Unknown,Shelter,CGI Bundle (72ft/bundle),Targeted group,300,150,15000,,,Ongoing / In Country Stock,15/07/2015,31/10/2015,,04/09/2015,TRUE,,East,524 2 05 24,524 2 05 24 5 060,ADRAKabhrepalanchokGairi Bisauna DeupurUnknownShelterCGI Bundle (72ft/bundle)300150,Distribution of Shelter Material
ADRA,ADRA International,,Rum Gurung,rum.gurung@adranepal.org,9854021656,Kabhrepalanchok,Gairi Bisauna Deupur,Unknown,Shelter,Tool Kits,Targeted group,150,150,5000,,,Ongoing / In Country Stock,15/07/2015,31/10/2015,,04/09/2015,TRUE,,East,524 2 05 24,524 2 05 24 5 060,ADRAKabhrepalanchokGairi Bisauna DeupurUnknownShelterTool Kits150150,
ADRA,Japan Platform,Nepal Red Cross,Mai Ogawa,mai.ogawa@adrajpn.org,9813937410,Rasuwa,Briddim,All,Shelter,CGI Bundle (72ft/bundle),All / Blanket,384,192,15000,51,,Completed,28/05/2015,16/07/2015,,04/09/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 016,ADRANepal Red CrossRasuwaBriddimAllShelterCGI Bundle (72ft/bundle)384192,Distribution of Shelter Material
ADRA,Japan Platform,Nepal Red Cross,Mai Ogawa,mai.ogawa@adrajpn.org,9813937410,Rasuwa,Briddim,All,Shelter,Construction Materials (Excluding CGI and Fixings),All / Blanket,192,192,5000,51,,Completed,28/05/2015,16/07/2015,"Bamboo, Plain sheet, Normal Nails and roofing Nails.",04/09/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 016,ADRANepal Red CrossRasuwaBriddimAllShelterConstruction Materials (Excluding CGI and Fixings)192192,
ADRA,Japan Platform,Nepal Red Cross,Mai Ogawa,mai.ogawa@adrajpn.org,9813937410,Rasuwa,Briddim,All,Shelter,Tool Kits,All / Blanket,192,192,5000,51,,Completed,28/05/2015,16/07/2015,,04/09/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 016,ADRANepal Red CrossRasuwaBriddimAllShelterTool Kits192192,
ADRA,ECHO,Resource Identificatin and Management Society,Dinesh Baral,dinesh.baral@adranepal.org,9851234421,Dhading,Kalleri,"1, 4 ,5",NFI,Blankets,Targeted group,950,475,1200,,475,Ongoing / In Country Stock,10/05/2015,30/01/2016,,04/09/2015,TRUE,Truck access,West,524 2 05 30,524 2 05 30 5 031,"ADRAResource Identificatin and Management SocietyDhadingKalleri1, 4 ,5NFIBlankets950475",Distribution of Shelter Material
ADRA,ECHO,Resource Identificatin and Management Society,Dinesh Baral,dinesh.baral@adranepal.org,9851234421,Dhading,Kalleri,"1, 4, 5",NFI,Mosquito Nets,Targeted group,950,475,850,,475,Ongoing / In Country Stock,10/05/2015,30/01/2016,,04/09/2015,TRUE,Truck access,West,524 2 05 30,524 2 05 30 5 031,"ADRAResource Identificatin and Management SocietyDhadingKalleri1, 4, 5NFIMosquito Nets950475",
ADRA,ECHO,Resource Identificatin and Management Society,Dinesh Baral,dinesh.baral@adranepal.org,9851234421,Dhading,Kalleri,"1, 4, 5, 6",Shelter,Tarpaulin,Targeted group,660,660,2500,,,Completed,10/05/2015,30/01/2016,Ward1.5.6,04/09/2015,TRUE,Truck access,West,524 2 05 30,524 2 05 30 5 031,"ADRAResource Identificatin and Management SocietyDhadingKalleri1, 4, 5, 6ShelterTarpaulin660660",Distribution of Shelter Material
ADRA,ECHO,Resource Identificatin and Management Society,Dinesh Baral,dinesh.baral@adranepal.org,9851234421,Dhading,Khalte,All,NFI,Blankets,Targeted group,1516,758,1200,,,Ongoing / In Country Stock,10/05/2015,30/01/2016,,04/09/2015,TRUE,4x4/Pickup access,West,524 2 05 30,524 2 05 30 5 032,ADRAResource Identificatin and Management SocietyDhadingKhalteAllNFIBlankets1516758,Distribution of Shelter Material
ADRA,ECHO,Resource Identificatin and Management Society,Dinesh Baral,dinesh.baral@adranepal.org,9851234421,Dhading,Maidi,All,NFI,Blankets,Targeted group,1788,894,1200,,,Ongoing / In Country Stock,10/05/2015,30/01/2016,,04/09/2015,TRUE,4x4/Pickup access,West,524 2 05 30,524 2 05 30 5 024,ADRAResource Identificatin and Management SocietyDhadingMaidiAllNFIBlankets1788894,Distribution of Shelter Material
ADRA,ECHO,Resource Identificatin and Management Society,Dinesh Baral,dinesh.baral@adranepal.org,9851234421,Dhading,Naubise,All,NFI,Blankets,Targeted group,1462,731,1200,,,Ongoing / In Country Stock,10/05/2015,30/01/2016,,04/09/2015,TRUE,Truck access,West,524 2 05 30,524 2 05 30 5 049,ADRAResource Identificatin and Management SocietyDhadingNaubiseAllNFIBlankets1462731,Distribution of Shelter Material
ADRA,ECHO,Resource Identificatin and Management Society,Dinesh Baral,dinesh.baral@adranepal.org,9851234421,Dhading,Naubise,All,Shelter,CGI Bundle (72ft/bundle),Targeted group,1790,1025,15000,,,Ongoing / In Country Stock,10/05/2015,30/01/2016,,04/09/2015,TRUE,Truck access,West,524 2 05 30,524 2 05 30 5 049,ADRAResource Identificatin and Management SocietyDhadingNaubiseAllShelterCGI Bundle (72ft/bundle)17901025,Distribution of Shelter Material
ADRA,ECHO,Resource Identificatin and Management Society,Dinesh Baral,dinesh.baral@adranepal.org,9851234421,Dhading,Naubise,All,Shelter,Fixings,Targeted group,1025,1025,195,,,Ongoing / In Country Stock,10/05/2015,30/01/2016,,04/09/2015,TRUE,Truck access,West,524 2 05 30,524 2 05 30 5 049,ADRAResource Identificatin and Management SocietyDhadingNaubiseAllShelterFixings10251025,
ADRA,ECHO,Resource Identificatin and Management Society,Dinesh Baral,dinesh.baral@adranepal.org,9851234421,Dhading,Tasarpu,All,Shelter,CGI Bundle (72ft/bundle),Targeted group,1504,1234,15000,,,Completed,10/05/2015,22/07/2015,,04/09/2015,TRUE,Truck access,West,524 2 05 30,524 2 05 30 5 046,ADRAResource Identificatin and Management SocietyDhadingTasarpuAllShelterCGI Bundle (72ft/bundle)15041234,Distribution of Shelter Material
ADRA,ECHO,Resource Identificatin and Management Society,Dinesh Baral,dinesh.baral@adranepal.org,9851234421,Dhading,Tasarpu,All,Shelter,Fixings,Targeted group,1234,1234,195,,,Completed,10/05/2015,22/07/2015,,04/09/2015,TRUE,Truck access,West,524 2 05 30,524 2 05 30 5 046,ADRAResource Identificatin and Management SocietyDhadingTasarpuAllShelterFixings12341234,
ADRA,ECHO,Resource Identificatin and Management Society,Dinesh Baral,dinesh.baral@adranepal.org,9851234421,Dhading,Thakre,"3, 5",NFI,Blankets,Targeted group,614,307,1200,,307,Ongoing / In Country Stock,10/05/2015,30/01/2016,,04/09/2015,TRUE,Truck access,West,524 2 05 30,524 2 05 30 5 050,"ADRAResource Identificatin and Management SocietyDhadingThakre3, 5NFIBlankets614307",Distribution of Shelter Material
ADRA,ECHO,Resource Identificatin and Management Society,Dinesh Baral,dinesh.baral@adranepal.org,9851234421,Dhading,Thakre,"3, 5",NFI,Mosquito Nets,Targeted group,614,307,850,,307,Ongoing / In Country Stock,10/05/2015,30/01/2016,,04/09/2015,TRUE,Truck access,West,524 2 05 30,524 2 05 30 5 050,"ADRAResource Identificatin and Management SocietyDhadingThakre3, 5NFIMosquito Nets614307",
ADRA,ECHO,Resource Identificatin and Management Society,Dinesh Baral,dinesh.baral@adranepal.org,9851234421,Dhading,Thakre,"1, 3, 4, 8, 9",Shelter,Tarpaulin,Targeted group,700,700,1700,,,Completed,01/05/2015,26/05/2015,Ward.1.3.4.8.9,04/09/2015,TRUE,Truck access,West,524 2 05 30,524 2 05 30 5 050,"ADRAResource Identificatin and Management SocietyDhadingThakre1, 3, 4, 8, 9ShelterTarpaulin700700",Distribution of Shelter Material
ADRA,Japan Platform,Nepal Red Cross,Mai Ogawa,mai.ogawa@adrajpn.org,9813937410,Rasuwa,Thulo Gaun,"1, 2, 3, 4, 5, 6, 9",Shelter,CGI Bundle (72ft/bundle),All / Blanket,620,310,15000,31,,Completed,28/05/2015,16/07/2015,Ward1.2.3.4.5.6.9,04/09/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 010,"ADRANepal Red CrossRasuwaThulo Gaun1, 2, 3, 4, 5, 6, 9ShelterCGI Bundle (72ft/bundle)620310",Distribution of Shelter Material
ADRA,Japan Platform,Nepal Red Cross,Mai Ogawa,mai.ogawa@adrajpn.org,9813937410,Rasuwa,Thulo Gaun,All,Shelter,CGI Bundle (72ft/bundle),All / Blanket,208,104,15000,6,,Ongoing / In Country Stock,28/05/2015,15/11/2015,"Ward 7 and 8 are IDPs and all the distribution material are procured and stored.Once IDP are back to their land after the monsoon, all will be distributed to them. ",04/09/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 010,ADRANepal Red CrossRasuwaThulo GaunAllShelterCGI Bundle (72ft/bundle)208104,Distribution of Shelter Material
ADRA,Japan Platform,Nepal Red Cross,Mai Ogawa,mai.ogawa@adrajpn.org,9813937410,Rasuwa,Thulo Gaun,"1, 2, 3, 4, 5, 6, 9",Shelter,Construction Materials (Excluding CGI and Fixings),All / Blanket,310,310,5000,31,,Completed,28/05/2015,16/07/2015,Ward1.2.3.4.5.6.9,04/09/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 010,"ADRANepal Red CrossRasuwaThulo Gaun1, 2, 3, 4, 5, 6, 9ShelterConstruction Materials (Excluding CGI and Fixings)310310",
ADRA,Japan Platform,Nepal Red Cross,Mai Ogawa,mai.ogawa@adrajpn.org,9813937410,Rasuwa,Thulo Gaun,All,Shelter,Construction Materials (Excluding CGI and Fixings),All / Blanket,104,104,5000,6,,Ongoing / In Country Stock,28/05/2015,15/09/2015,"Ward 7 and 8 are IDPs and all the distribution material are procured and stored. Once IDP are back to their land after the monsoon, all will be distributed to them. ",04/09/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 010,ADRANepal Red CrossRasuwaThulo GaunAllShelterConstruction Materials (Excluding CGI and Fixings)104104,
